Aspect,BSI,Elevation,NBR,NDMI,NDVI,NDWI,SAVI,SinAspect,Slope,PA,POINT_X,POINT_Y,PcentBgrnd,PcentOther,PointID,Class,Class_Number
125.946754,9457,1709,-0.016058394,-0.167798494,0.10058785,-0.241023753,1.100587851,0.80956288,36.669167,1,-111.877553,36.322806,90,10,910,Bareground,1
145.41237,8589,1695,-0.032227488,-0.167436803,0.10140237,-0.2525046,1.101402373,0.567666037,27.96392,1,-111.877583,36.322443,90,10,907,Bareground,1
164.01717,8711,1678,-0.021005135,-0.161290323,0.11028763,-0.247175421,1.11028763,0.275349344,33.29325,1,-111.877325,36.322268,90,10,908,Bareground,1
156.09375,9151,1653,-0.021352845,-0.165414491,0.10206827,-0.245534017,1.10206827,0.405241314,44.757862,1,-111.877373,36.3219,90,10,902,Bareground,1
133.91765,9365,1622,-0.033704484,-0.186470737,0.1040055,-0.225572519,1.104005501,0.720337495,48.831547,1,-111.877116,36.321721,90,10,901,Bareground,1
156.09375,9333,1653,-0.038161058,-0.186324352,0.092305064,-0.20929354,1.092305067,0.405241314,44.757862,1,-111.877132,36.321887,90,10,900,Bareground,1
154.48172,9441,1644,-0.019044912,-0.155408713,0.08607396,-0.249456915,1.086073958,0.430799042,49.3812,1,-111.876915,36.322086,90,10,898,Bareground,1
141.31418,9743,1628,-0.015627161,-0.155734788,0.08804647,-0.232981119,1.088046469,0.625049511,52.12591,1,-111.876649,36.32208,90,10,897,Bareground,1
154.48172,9617,1644,-0.045513654,-0.185650888,0.07923542,-0.202840495,1.079235419,0.430799042,49.3812,1,-111.876877,36.321896,90,10,896,Bareground,1
135.07594,9985,1594,-0.00294275,-0.145183486,0.067755334,-0.201095714,1.067755336,0.706168922,52.008003,1,-111.876673,36.321727,90,10,899,Bareground,1
129.34605,9761,1638,-0.033366463,-0.178273989,0.0878875,-0.224240245,1.087887504,0.773330851,55.970108,1,-111.876432,36.322263,90,10,904,Bareground,1
148.17711,9025,1673,-0.035938904,-0.167356441,0.098822325,-0.244057971,1.098822325,0.527295309,39.97205,1,-111.876891,36.322263,90,10,906,Bareground,1
136.49516,8769,1669,-0.035581683,-0.169021594,0.09541381,-0.23567889,1.095413811,0.688415811,37.191936,1,-111.876684,36.322451,90,10,905,Bareground,1
118.24143,8757,1673,-0.074109721,-0.20550585,0.090084985,-0.217978476,1.090084986,0.880961507,25.59164,1,-111.876014,36.322983,90,10,919,Bareground,1
129.79456,9951,1600,4.01E-04,-0.142070232,0.089002185,-0.217589577,1.089002185,0.768344344,57.04996,1,-111.876006,36.322441,90,10,916,Bareground,1
128.85825,9553,1640,-0.021119773,-0.160874848,0.09237583,-0.21971035,1.09237583,0.778700568,57.989708,1,-111.876019,36.322598,90,10,912,Bareground,1
129.79456,10135,1600,-0.027077498,-0.163052209,0.08027251,-0.210823373,1.080272512,0.768344344,57.04996,1,-111.875791,36.322467,90,10,915,Bareground,1
129.58728,10195,1581,-0.004290729,-0.142153019,0.0782878,-0.213436856,1.078287806,0.770654733,44.732174,1,-111.875568,36.322624,90,10,913,Bareground,1
130.30121,9697,1634,0.001888829,-0.132679281,0.08837755,-0.231304925,1.088377547,0.762654687,56.338737,1,-111.875769,36.322802,90,10,914,Bareground,1
128.28218,9663,1631,0.006439238,-0.136272781,0.08045301,-0.21562138,1.080453008,0.784969086,51.433636,1,-111.875533,36.322987,90,10,923,Bareground,1
130.27673,9791,1611,-0.036103639,-0.179759036,0.10645214,-0.224240245,1.106452137,0.762930914,56.787483,1,-111.875351,36.323169,90,10,920,Bareground,1
130.27673,10019,1611,-0.026880261,-0.165929718,0.09719884,-0.189709544,1.097198837,0.762930914,56.787483,1,-111.875332,36.322998,90,10,922,Bareground,1
130.27673,10019,1611,-0.026880261,-0.165929718,0.09719884,-0.189709544,1.097198837,0.762930914,56.787483,1,-111.875346,36.322847,90,10,921,Bareground,1
132.52882,9907,1599,-0.032141868,-0.172960814,0.10224045,-0.233186231,1.102240454,0.736937374,60.56437,1,-111.876008,36.322272,90,10,917,Bareground,1
134.26416,10095,1604,0.002407196,-0.121279431,0.06760221,-0.204628502,1.067602213,0.716129469,60.105713,1,-111.876231,36.322084,90,10,903,Bareground,1
123.05424,8923,1707,-0.039304024,-0.181360868,0.10586552,-0.242515572,1.105865522,0.838154626,51.261986,1,-111.877813,36.322609,90,10,909,Bareground,1
92.882675,7871,1443,-0.054701702,-0.158328428,0.11089532,-0.341148886,1.110895319,0.99873461,32.771976,1,-111.872022,36.32447,90,10,953,Bareground,1
82.13635,8375,1483,-0.037848606,-0.182049111,0.09897611,-0.24111349,1.098976109,0.990596469,35.371193,1,-111.872878,36.324818,90,10,950,Bareground,1
115.45824,8803,1477,-0.034558593,-0.177792642,0.08261406,-0.224546722,1.082614057,0.902898847,26.084753,1,-111.87291,36.324474,90,10,951,Bareground,1
94.00754,8759,1505,-0.021467181,-0.160572337,0.099236645,-0.251184834,1.099236641,0.997554864,42.815163,1,-111.873146,36.324271,90,10,952,Bareground,1
126.386734,9889,1587,-0.008723661,-0.144940959,0.08172232,-0.21560237,1.08172232,0.805031173,63.958656,1,-111.874675,36.323729,90,10,925,Bareground,1
136.23268,9775,1580,0.007652364,-0.140058309,0.09325426,-0.211036295,1.093254262,0.691731372,64.13108,1,-111.87445,36.323891,90,10,936,Bareground,1
110.04377,9559,1552,-0.022411348,-0.162168733,0.08535433,-0.228958631,1.085354331,0.939431068,48.581474,1,-111.874018,36.324271,90,10,935,Bareground,1
138.31763,9613,1552,-0.013890838,-0.155389977,0.08574077,-0.227383863,1.085740769,0.665000621,44.91528,1,-111.874235,36.324094,90,10,934,Bareground,1
123.95004,9181,1623,0.037416851,-0.10175186,0.08665989,-0.218622823,1.086659893,0.829524828,60.509003,1,-111.874691,36.324094,90,10,930,Bareground,1
160.09904,6933,1648,0.150373388,-0.011376896,0.08050375,-0.228121036,1.080503746,0.340395226,22.449465,1,-111.874697,36.324273,90,10,932,Bareground,1
127.5211,8765,1643,0.063023995,-0.087593052,0.07829912,-0.233271843,1.07829912,0.79312907,58.334053,1,-111.87445,36.324269,90,10,933,Bareground,1
76.48869,6913,1522,0.012190617,-0.115701146,0.099518456,-0.261800599,1.099518459,0.972323833,49.668842,1,-111.873377,36.324999,90,10,943,Bareground,1
67.37725,7319,1561,-0.013836478,-0.143035603,0.10600565,-0.284043051,1.106005643,0.92305756,51.617844,1,-111.8736,36.324984,90,10,944,Bareground,1
73.51339,5583,1509,0.018330817,-0.083640598,0.08377324,-0.312395775,1.083773238,0.958886081,45.755898,1,-111.873361,36.325179,90,10,942,Bareground,1
47.18437,5069,1533,0.017261764,-0.081946223,0.08856275,-0.321658986,1.088562753,0.733544467,47.61284,1,-111.873573,36.325181,90,10,946,Bareground,1
78.94854,5583,1504,-0.022921348,-0.124446234,0.08672832,-0.314786816,1.086728318,0.981455412,34.04215,1,-111.873358,36.325527,90,10,937,Bareground,1
111.941154,5859,1478,-0.004662993,-0.110269041,0.104941174,-0.316512475,1.104941176,0.927568104,7.4051433,1,-111.872704,36.325708,90,10,940,Bareground,1
73.51339,7181,1509,-0.028884274,-0.165341554,0.1024432,-0.285357321,1.102443206,0.958886081,45.755898,1,-111.873141,36.325349,90,10,938,Bareground,1
63.62793,8209,1504,-0.040462428,-0.185217266,0.1025591,-0.245091551,1.102559094,0.895928398,41.17371,1,-111.873128,36.324984,90,10,945,Bareground,1
82.13635,8375,1483,-0.037848606,-0.182049111,0.09897611,-0.24111349,1.098976109,0.990596469,35.371193,1,-111.872913,36.324984,90,10,949,Bareground,1
74.96758,7481,1479,-0.02570601,-0.163246269,0.102868855,-0.259241928,1.102868852,0.965779235,17.331308,1,-111.872908,36.325179,90,10,941,Bareground,1
82.13635,8069,1483,-0.035237769,-0.177242888,0.11286504,-0.254727475,1.112865036,0.990596469,35.371193,1,-111.872661,36.325012,90,10,948,Bareground,1
82.13635,8069,1483,-0.035237769,-0.177242888,0.11286504,-0.254727475,1.112865036,0.990596469,35.371193,1,-111.872647,36.325166,90,10,947,Bareground,1
78.61215,6737,1430,-0.032497679,-0.127887513,0.10639202,-0.310362173,1.106392015,0.980313075,26.192871,1,-111.871365,36.326095,90,10,954,Bareground,1
22.47649,7295,1381,-0.030499233,-0.123671646,0.102926925,-0.330994152,1.102926924,0.382304308,8.9598875,1,-111.869552,36.324664,90,10,961,Bareground,1
78.612,6709,1378,-0.064303225,-0.14976011,0.11056401,-0.336385672,1.110564011,0.980312549,4.686815,1,-111.869761,36.324831,90,10,960,Bareground,1
0,7649,1375,-0.030842817,-0.131154813,0.10721688,-0.31043711,1.107216883,0,1.8543341,1,-111.869351,36.324852,90,10,959,Bareground,1
308.85745,7413,1376,-0.029366831,-0.129150168,0.10237131,-0.325144844,1.102371313,-0.778709257,5.8925147,1,-111.86911,36.324664,90,10,962,Bareground,1
90,6591,1374,-0.039637599,-0.128767123,0.10368764,-0.318476289,1.103687636,1,8.005947,1,-111.869139,36.325181,90,10,958,Bareground,1
0,6983,1375,-0.060662449,-0.160904255,0.10580504,-0.333685601,1.105805038,0,1.8543341,1,-111.869112,36.32504,90,10,957,Bareground,1
98.333664,6545,1375,-0.0254331,-0.10630387,0.10929306,-0.338395343,1.109293056,0.989440802,12.59177,1,-111.869118,36.32539,90,10,956,Bareground,1
351.18073,7059,1378,-0.036826188,-0.131954465,0.10242313,-0.317595522,1.102423132,-0.153318278,14.687033,1,-111.86981,36.3259,90,10,955,Bareground,1
127.80642,7027,1453,-0.034151745,-0.146492659,0.091364205,-0.349149046,1.091364205,0.790086338,35.489117,1,-111.887896,36.428931,90,10,720,Bareground,1
100.01615,6625,1395,-0.049954254,-0.121340328,0.096052356,-0.356676248,1.096052354,0.984758763,39.951416,1,-111.887021,36.429287,90,10,721,Bareground,1
111.04696,6623,1420,-0.043446513,-0.116655428,0.09508882,-0.357512953,1.095088819,0.933286399,44.759525,1,-111.887241,36.429294,90,10,722,Bareground,1
135.81319,5861,1446,-0.043640898,-0.120412844,0.08460995,-0.329289428,1.084609946,0.697000087,60.407265,1,-111.885927,36.4311,90,10,725,Bareground,1
135.81319,5477,1446,0.001714531,-0.079196217,0.0842032,-0.338871384,1.084203201,0.697000087,60.407265,1,-111.886144,36.431106,90,10,726,Bareground,1
144.14766,5981,1415,-0.002352019,-0.080563584,0.08807182,-0.356971474,1.088071826,0.585698352,40.655647,1,-111.885916,36.43091,90,10,724,Bareground,1
156.37933,6731,1439,0.015138333,-0.071462677,0.10912547,-0.345169472,1.109125475,0.400679537,43.65363,1,-111.885023,36.431642,90,10,727,Bareground,1
147.12543,7273,1371,-0.082701464,-0.166078871,0.106337726,-0.362136685,1.106337729,0.542801782,25.727499,1,-111.885026,36.430377,90,10,723,Bareground,1
291.88608,7803,1612,-0.019220956,-0.15018423,0.10038168,-0.240266724,1.100381679,-0.927926944,2.4865954,1,-111.966042,36.54118,90,10,1196,Bareground,1
308.77945,7817,1611,-0.00438153,-0.139151974,0.08503214,-0.225217752,1.08503214,-0.779562821,1.4805188,1,-111.966277,36.541179,90,10,1197,Bareground,1
0,8295,1566,-0.020500452,-0.121535758,0.09912043,-0.29390681,1.099120433,0,2.7802885,1,-111.879393,36.564759,90,10,1124,Bareground,1
308.771,8721,1565,-0.006563927,-0.112216271,0.09551534,-0.295255814,1.095515342,-0.77965506,2.9596052,1,-111.879846,36.564565,90,10,1120,Bareground,1
270,8667,1565,-0.013264129,-0.117586385,0.10120676,-0.285741123,1.101206758,-1,1.1546108,1,-111.879846,36.564741,90,10,1121,Bareground,1
0,8265,1565,-0.02897012,-0.127079356,0.10722933,-0.290725806,1.107229332,0,0.92740995,1,-111.879846,36.564916,90,10,1122,Bareground,1
0,7911,1565,-0.040376196,-0.14417932,0.09673832,-0.286521739,1.096738325,0,0.92740995,1,-111.879873,36.565103,90,10,1123,Bareground,1
0,8557,1565,-0.011740832,-0.113163371,0.10234438,-0.295458864,1.102344382,0,0.92740995,1,-111.880091,36.564935,90,10,1112,Bareground,1
128.77078,8451,1565,-0.012501839,-0.114598444,0.09277344,-0.291899173,1.092773438,0.779657395,1.4807968,1,-111.880273,36.564903,90,10,1115,Bareground,1
231.22911,8447,1564,-0.017450458,-0.119533528,0.1,-0.297402851,1.1,-0.779656228,1.4807936,1,-111.880273,36.564759,90,10,1116,Bareground,1
270,8753,1565,-0.014410044,-0.117864896,0.08548083,-0.28115727,1.08548083,-1,1.1546108,1,-111.880069,36.564759,90,10,1113,Bareground,1
308.771,8631,1565,-0.00992092,-0.112514499,0.09527597,-0.296798493,1.095275966,-0.77965506,2.9596052,1,-111.880061,36.564545,90,10,1114,Bareground,1
0,8337,1564,-0.015996412,-0.11769437,0.092629485,-0.286551994,1.092629482,0,1.8543341,1,-111.880305,36.564556,90,10,1117,Bareground,1
0,8181,1564,-0.025921299,-0.13481276,0.090368815,-0.284067517,1.090368817,0,1.8543341,1,-111.880292,36.56438,90,10,1118,Bareground,1
308.771,8505,1565,-0.014920963,-0.121128246,0.089364484,-0.285273709,1.089364483,-0.77965506,2.9596052,1,-111.879812,36.564399,90,10,1119,Bareground,1
83.45559,8253,1547,-0.014722537,-0.150864473,0.07825779,-0.23030303,1.07825779,0.993483812,8.083725,1,-111.864566,36.578017,90,10,1128,Bareground,1
82.37681,8517,1547,0.007732756,-0.133164826,0.07171053,-0.231525232,1.071710526,0.991161925,6.95722,1,-111.864579,36.578368,90,10,1125,Bareground,1
263.45563,8101,1548,-0.013809363,-0.160911305,0.079447,-0.202958094,1.079447005,-0.993483888,8.083753,1,-111.863689,36.578383,90,10,1126,Bareground,1
263.45563,8231,1548,0.014312977,-0.126899384,0.06566416,-0.199323054,1.06566416,-0.993483888,8.083753,1,-111.863461,36.578194,90,10,1127,Bareground,1
122.3584,8781,1082,-0.142813362,-0.221758486,0.072674975,-0.207164437,1.072674976,0.844716758,33.639782,1,-111.856318,36.254068,90,10,885,Bareground,1
111.959335,8289,1038,-0.190842089,-0.232713755,0.05177334,-0.148964596,1.051773339,0.927449491,27.450315,1,-111.85565,36.254267,90,10,883,Bareground,1
110.52594,8401,1053,-0.172131148,-0.212759815,0.036685042,-0.117852019,1.036685041,0.936513541,30.97123,1,-111.85587,36.254076,90,10,881,Bareground,1
110.52594,8723,1053,-0.154979902,-0.211666667,0.03557745,-0.148058252,1.035577449,0.936513541,30.97123,1,-111.855865,36.254258,90,10,880,Bareground,1
97.91536,8631,1066,-0.138226586,-0.219036859,0.08028912,-0.212453409,1.080289119,0.990472582,30.444801,1,-111.856087,36.254247,90,10,882,Bareground,1
115.5417,7589,1030,-0.191241875,-0.232342913,0.03616042,-0.125446322,1.036160421,0.902271701,30.993408,1,-111.855637,36.253901,90,10,884,Bareground,1
115.5417,8553,1030,-0.189958427,-0.256093979,0.054318417,-0.155565693,1.054318418,0.902271701,30.993408,1,-111.855441,36.253722,90,10,877,Bareground,1
138.65067,8399,1044,-0.173467729,-0.245921092,0.057404324,-0.162588612,1.057404326,0.660648302,33.761723,1,-111.856071,36.25354,90,10,876,Bareground,1
148.19977,8689,1035,-0.16064,-0.247129736,0.0489902,-0.161133245,1.048990202,0.526959236,34.437965,1,-111.856332,36.253349,90,10,869,Bareground,1
148.19977,8689,1035,-0.151118211,-0.241073979,0.05415592,-0.165350877,1.054155921,0.526959236,34.437965,1,-111.85653,36.253337,90,10,873,Bareground,1
123.669975,8447,1018,-0.171869971,-0.24290128,0.05299775,-0.153036074,1.052997749,0.832244763,29.020082,1,-111.855216,36.253903,90,10,878,Bareground,1
108.88632,8185,1014,-0.167483522,-0.248627212,0.05436644,-0.163164109,1.054366438,0.946162659,34.997334,1,-111.85499,36.254081,90,10,879,Bareground,1
303.69644,8387,961,-0.150662522,-0.235346097,0.058943503,-0.162041182,1.058943504,-0.831988579,51.444065,1,-111.853649,36.25482,90,10,886,Bareground,1
150.74922,8605,1028,-0.186733303,-0.231539782,0.033487298,-0.130050505,1.033487298,0.488633092,29.905785,1,-111.850979,36.255554,90,10,894,Bareground,1
122.82636,8543,1038,-0.144035436,-0.207803223,0.051209904,-0.17213972,1.051209904,0.840317267,43.69842,1,-111.850982,36.255751,90,10,895,Bareground,1
317.953,8729,1045,-0.114860681,-0.208471761,0.05615072,-0.174609696,1.05615072,-0.669739948,62.467236,1,-111.852322,36.255546,90,10,893,Bareground,1
264.88004,8843,969,-0.123076923,-0.216171617,0.06323447,-0.176470588,1.063234471,-0.99601003,47.422737,1,-111.852976,36.255368,90,10,892,Bareground,1
260.63376,8981,931,-0.153534444,-0.228559705,0.050866406,-0.165289256,1.050866406,-0.986668222,41.83512,1,-111.853201,36.255361,90,10,891,Bareground,1
260.63376,8951,931,-0.133771275,-0.213501423,0.06147091,-0.194564546,1.061470911,-0.986668222,41.83512,1,-111.853427,36.255371,90,10,890,Bareground,1
227.02115,7225,940,-0.102706711,-0.197745732,0.06186924,-0.179049939,1.061869241,-0.731605387,50.99666,1,-111.853665,36.255556,90,10,888,Bareground,1
208.4334,8653,963,-0.131792829,-0.227343639,0.09047238,-0.213903743,1.090472378,-0.47613684,52.57985,1,-111.853462,36.255544,90,10,889,Bareground,1
208.4334,9143,963,-0.119916268,-0.216766467,0.073695734,-0.217877095,1.073695731,-0.47613684,52.57985,1,-111.853209,36.255535,90,10,887,Bareground,1
90,9555,1415,-0.03407698,-0.096122964,0.07225473,-0.305067903,1.072254729,1,1.1556877,1,-111.846217,36.636563,90,10,970,Bareground,1
51.2553,9963,1413,-0.086753502,-0.145550701,0.086390875,-0.309142153,1.086390879,0.779942364,2.961294,1,-111.845098,36.636924,90,10,966,Bareground,1
128.7447,10211,1414,-0.072976879,-0.140368509,0.08193956,-0.302758504,1.081939564,0.779942322,1.4816364,1,-111.84553,36.636894,90,10,963,Bareground,1
51.2553,10075,1414,-0.072894038,-0.134812479,0.08303962,-0.302254619,1.083039617,0.779942364,1.4816364,1,-111.845324,36.636918,90,10,968,Bareground,1
128.7446,9973,1414,-0.087542512,-0.158555001,0.09740949,-0.311843535,1.097409483,0.779943489,4.437019,1,-111.845302,36.637133,90,10,964,Bareground,1
128.7446,10045,1414,-0.082178218,-0.150612759,0.08866706,-0.311869804,1.088667058,0.779943489,4.437019,1,-111.845104,36.637116,90,10,980,Bareground,1
308.7448,9821,1415,-0.054624909,-0.115502555,0.08332174,-0.304959786,1.083321742,-0.779941156,1.4816332,1,-111.845777,36.636735,90,10,969,Bareground,1
90,10185,1415,-0.079330422,-0.146039604,0.07279152,-0.290377423,1.072791519,1,1.1556877,1,-111.846193,36.636741,90,10,978,Bareground,1
90,9523,1415,-0.038632987,-0.10180472,0.074602075,-0.291846922,1.074602076,1,1.1556877,1,-111.846413,36.636546,90,10,971,Bareground,1
0,10231,1415,-0.070854814,-0.138026916,0.06808159,-0.288231383,1.068081588,0,0.92740995,1,-111.846659,36.636733,90,10,977,Bareground,1
308.7448,9597,1415,-0.039637876,-0.100183402,0.085603654,-0.307461692,1.085603651,-0.779941156,1.4816332,1,-111.846874,36.636574,90,10,973,Bareground,1
320.28006,9615,1414,-0.051647811,-0.109879963,0.073646106,-0.294176875,1.073646109,-0.639035547,3.612671,1,-111.847129,36.636571,90,10,972,Bareground,1
308.7448,10235,1415,-0.066219614,-0.135189087,0.07885999,-0.303577399,1.078859989,-0.779941156,1.4816332,1,-111.846887,36.636739,90,10,976,Bareground,1
320.28006,10131,1414,-0.082467929,-0.148622605,0.07964347,-0.302688638,1.079643473,-0.639035547,3.612671,1,-111.847091,36.636739,90,10,974,Bareground,1
320.28006,9813,1413,-0.082650782,-0.140764849,0.088339224,-0.305776365,1.088339223,-0.639035547,3.612671,1,-111.847534,36.636731,90,10,975,Bareground,1
31.927244,9947,1412,-0.082541641,-0.14450069,0.11150972,-0.3203125,1.111509716,0.528841962,2.184563,1,-111.84464,36.636944,90,10,979,Bareground,1
180,10019,1412,-0.081169238,-0.155442804,0.078486234,-0.301350391,1.078486232,1.22E-16,1.8543341,1,-111.844854,36.637122,90,10,965,Bareground,1
31.927244,9965,1412,-0.073046019,-0.133788396,0.085697986,-0.317528984,1.085697989,0.528841962,2.184563,1,-111.844881,36.63695,90,10,967,Bareground,1
90,9361,1415,-0.058989847,-0.122272836,0.082335554,-0.316196297,1.082335551,1,1.1556919,1,-111.843521,36.636948,90,10,981,Bareground,1
308.76163,6023,1522,-0.002909796,-0.079183088,0.0922227,-0.296016137,1.092222694,-0.779757447,5.9046926,1,-111.899816,36.590195,90,10,1152,Bareground,1
328.08804,6239,1515,-0.014531044,-0.088815215,0.08701082,-0.298036291,1.087010824,-0.528615491,4.3620706,1,-111.899566,36.59111,90,10,1157,Bareground,1
301.0555,6587,1519,-0.041635409,-0.126346384,0.08955224,-0.280701754,1.089552239,-0.8566679,5.377915,1,-111.899349,36.591269,90,10,1159,Bareground,1
270,6699,1515,-0.043222365,-0.1258612,0.09354635,-0.281596452,1.093546353,-1,1.1550095,1,-111.899596,36.591463,90,10,1160,Bareground,1
51.23867,6131,1516,-0.006081338,-0.079387432,0.09049208,-0.302290837,1.090492077,0.779760698,2.9602256,1,-111.900049,36.591112,90,10,1131,Bareground,1
308.7614,6315,1517,-0.01010101,-0.088215024,0.100665554,-0.300884956,1.100665557,-0.779759781,2.9602191,1,-111.900043,36.590897,90,10,1130,Bareground,1
308.7614,6315,1517,-0.01010101,-0.088215024,0.100665554,-0.300884956,1.100665557,-0.779759781,2.9602191,1,-111.900019,36.59074,90,10,1129,Bareground,1
315.10413,5895,1519,-0.015087508,-0.092661231,0.09383378,-0.301089556,1.09383378,-0.70582056,6.5181994,1,-111.899805,36.590733,90,10,1138,Bareground,1
303.78616,5987,1518,0.008080031,-0.066619166,0.09922383,-0.300893744,1.099223831,-0.831118788,8.281175,1,-111.89937,36.590931,90,10,1158,Bareground,1
291.87338,6103,1520,-0.004631416,-0.08399929,0.095349334,-0.300554715,1.095349331,-0.92800943,7.4267144,1,-111.899837,36.590559,90,10,1137,Bareground,1
328.08823,6223,1518,-9.39E-04,-0.078495928,0.09423868,-0.300562485,1.094238683,-0.528612778,4.362062,1,-111.900046,36.590533,90,10,1132,Bareground,1
328.08823,6223,1518,-9.39E-04,-0.078495928,0.09423868,-0.300562485,1.094238683,-0.528612778,4.362062,1,-111.900017,36.590378,90,10,1136,Bareground,1
0,6601,1519,-0.032150776,-0.115202703,0.098573826,-0.294611962,1.098573826,0,2.7802885,1,-111.900725,36.590205,90,10,1141,Bareground,1
308.76154,6543,1517,-0.019089574,-0.100942127,0.0935134,-0.292069632,1.093513403,-0.779758447,1.4810947,1,-111.900478,36.590358,90,10,1151,Bareground,1
51.238472,6733,1517,-0.022238164,-0.105202692,0.09963695,-0.302125627,1.09963695,0.77975853,1.4810947,1,-111.900711,36.59055,90,10,1139,Bareground,1
148.08813,6485,1518,-0.001092896,-0.083709273,0.09987966,-0.313847628,1.099879663,0.528614135,2.1841981,1,-111.900481,36.590724,90,10,1150,Bareground,1
337.45404,6351,1518,-0.010149474,-0.084329123,0.09380098,-0.296905222,1.093800979,-0.383424394,3.0099568,1,-111.900247,36.590541,90,10,1135,Bareground,1
75.01671,6429,1517,-0.01694291,-0.092794018,0.096323684,-0.295316671,1.09632368,0.966001261,3.5827773,1,-111.900288,36.59091,90,10,1133,Bareground,1
90,6647,1519,-0.024855908,-0.102304759,0.1017501,-0.303635926,1.101750102,1,1.1550053,1,-111.90047,36.591125,90,10,1134,Bareground,1
231.23857,6977,1518,-0.047585227,-0.13077297,0.09090909,-0.296591733,1.090909091,-0.779759614,1.4810979,1,-111.90091,36.590727,90,10,1153,Bareground,1
328.08813,7053,1517,-0.054168132,-0.134813385,0.08844364,-0.287835249,1.088443635,-0.528614135,2.1841981,1,-111.901178,36.590892,90,10,1154,Bareground,1
270,6951,1518,-0.033578174,-0.114281135,0.0988268,-0.297792391,1.098826805,-1,3.4612687,1,-111.900931,36.591076,90,10,1143,Bareground,1
337.4539,7033,1515,-0.040084019,-0.123821697,0.09047525,-0.280112045,1.090475244,-0.383426853,3.00996,1,-111.901377,36.59091,90,10,1162,Bareground,1
0,7031,1518,-0.05512091,-0.139154382,0.08692984,-0.271291866,1.086929843,0,2.7802885,1,-111.901395,36.590712,90,10,1148,Bareground,1
0,6999,1518,-0.051955008,-0.137286759,0.08588957,-0.273686735,1.085889571,0,2.7802885,1,-111.90136,36.590371,90,10,1149,Bareground,1
31.911776,7107,1518,-0.066312997,-0.147562157,0.08396633,-0.274438812,1.083966331,0.528612807,2.1841958,1,-111.901181,36.590539,90,10,1142,Bareground,1
0,6729,1519,-0.029677886,-0.11313265,0.101252824,-0.302721088,1.101252824,0,2.7802885,1,-111.900929,36.590356,90,10,1140,Bareground,1
0,6651,1518,-0.033382245,-0.115920148,0.09154929,-0.298669295,1.091549296,0,3.7047918,1,-111.901615,36.590524,90,10,1147,Bareground,1
0,6233,1516,-0.00764526,-0.091195519,0.09651531,-0.295409182,1.096515312,0,2.7802885,1,-111.901811,36.590737,90,10,1146,Bareground,1
31.91196,6219,1515,0.001321004,-0.079298976,0.08863357,-0.296676442,1.088633566,0.528615548,2.1842003,1,-111.901835,36.591073,90,10,1144,Bareground,1
31.91196,6769,1515,-0.03485642,-0.11771504,0.08662058,-0.288642392,1.086620577,0.528615548,2.1842003,1,-111.901621,36.59091,90,10,1145,Bareground,1
90,6755,1514,-0.01780991,-0.096219374,0.09001957,-0.293543892,1.090019569,1,2.309081,1,-111.901631,36.591261,90,10,1161,Bareground,1
308.76123,6971,1518,-0.019445879,-0.100552486,0.09303664,-0.294705749,1.093036639,-0.779761782,4.435422,1,-111.900931,36.59145,90,10,1155,Bareground,1
39.703396,6681,1518,-0.014684814,-0.096848326,0.11353977,-0.321960596,1.113539769,0.638813418,3.6118073,1,-111.900491,36.591457,90,10,1156,Bareground,1
151.91211,8587,1580,0.005339436,-0.131637897,0.076973364,-0.21676514,1.076973362,0.470825435,7.3190775,1,-111.956441,36.577497,90,10,1201,Bareground,1
128.76636,8171,1579,-1.59E-04,-0.131699211,0.07289527,-0.202070552,1.072895277,0.779705756,4.434929,1,-111.956665,36.577314,90,10,1198,Bareground,1
160.41516,8279,1584,0.002737961,-0.141596581,0.083347835,-0.216015625,1.083347834,0.335202279,6.858171,1,-111.956889,36.577482,90,10,1199,Bareground,1
171.15253,8303,1588,0.002675059,-0.1316435,0.07981698,-0.226800154,1.07981698,0.153804593,7.46672,1,-111.957105,36.577693,90,10,1202,Bareground,1
168.27519,8269,1584,0.047922354,-0.089591568,0.07615636,-0.207197764,1.076156362,0.203211257,5.6650004,1,-111.957331,36.577491,90,10,1200,Bareground,1
90,8689,1524,-0.18381263,-0.224288532,0.10053968,-0.224371803,1.100539676,1,2.3116686,1,-111.962609,36.677687,90,10,998,Bareground,1
75.032745,8867,1523,-0.181329068,-0.223341151,0.10935961,-0.242551313,1.109359606,0.966073587,3.5865183,1,-111.962598,36.677497,90,10,997,Bareground,1
43.080647,8693,1527,-0.217298289,-0.258540822,0.10174231,-0.21952381,1.10174231,0.683027099,5.066163,1,-111.963049,36.67733,90,10,1003,Bareground,1
58.972767,8623,1525,-0.200974421,-0.243367935,0.100209646,-0.223880597,1.100209644,0.856922402,5.3823028,1,-111.962834,36.677502,90,10,999,Bareground,1
58.972767,8623,1525,-0.200974421,-0.243367935,0.100209646,-0.223880597,1.100209644,0.856922402,5.3823028,1,-111.962829,36.677665,90,10,1000,Bareground,1
17.31313,8631,1528,-0.209295307,-0.244521338,0.10084034,-0.217189315,1.100840336,0.297593651,3.8800871,1,-111.963274,36.677497,90,10,1002,Bareground,1
39.734867,8517,1529,-0.21979711,-0.253199941,0.098939165,-0.222248977,1.098939164,0.639235914,3.6134515,1,-111.963719,36.677493,90,10,1004,Bareground,1
